model_id,architecture,clean_accuracy,clean_auroc,mean_single_damage_accuracy,worst_single_damage_accuracy,mean_single_damage_auroc,worst_single_damage_auroc,accuracy_drop_clean_to_damage_mean,mean_latency_ms
effnet_sid_b,efficientnet_b0,0.9978427142576975,0.9999333619379396,0.9973197358959273,0.994312610315748,0.9998923941501322,0.9997152877256076,0.0005229783617702877,1.1414232636181563
convnext_sid_b,convnext_tiny,0.9980388311433614,0.9999829172635364,0.9977773419624764,0.994508727201412,0.9999617203064592,0.9998142444782748,0.0002614891808850883,4.122746495893818
dino_sid_b,dinov2_vits14,0.9735242204353796,0.9965482099446764,0.9625939726743804,0.8523239850951166,0.9937268549440721,0.9683806242986076,0.010930247760999157,4.340246896498901
