evaluation_title,dataset_id,random_policy,scope,trial_index,trial_seed,reference_model_id,reference_model_title,candidate_model_id,candidate_model_title,difference_direction,old_sid_b__num_samples,mixed_sid_cifake_b__num_samples,old_sid_b__threshold,mixed_sid_cifake_b__threshold,old_sid_b__true_negatives,mixed_sid_cifake_b__true_negatives,mixed_sid_cifake_b_minus_old_sid_b__true_negatives,old_sid_b__false_positives,mixed_sid_cifake_b__false_positives,mixed_sid_cifake_b_minus_old_sid_b__false_positives,old_sid_b__false_negatives,mixed_sid_cifake_b__false_negatives,mixed_sid_cifake_b_minus_old_sid_b__false_negatives,old_sid_b__true_positives,mixed_sid_cifake_b__true_positives,mixed_sid_cifake_b_minus_old_sid_b__true_positives,old_sid_b__accuracy,mixed_sid_cifake_b__accuracy,mixed_sid_cifake_b_minus_old_sid_b__accuracy,old_sid_b__balanced_accuracy,mixed_sid_cifake_b__balanced_accuracy,mixed_sid_cifake_b_minus_old_sid_b__balanced_accuracy,old_sid_b__precision,mixed_sid_cifake_b__precision,mixed_sid_cifake_b_minus_old_sid_b__precision,old_sid_b__recall,mixed_sid_cifake_b__recall,mixed_sid_cifake_b_minus_old_sid_b__recall,old_sid_b__f1,mixed_sid_cifake_b__f1,mixed_sid_cifake_b_minus_old_sid_b__f1,old_sid_b__auroc,mixed_sid_cifake_b__auroc,mixed_sid_cifake_b_minus_old_sid_b__auroc,old_sid_b__auprc,mixed_sid_cifake_b__auprc,mixed_sid_cifake_b_minus_old_sid_b__auprc,old_sid_b__false_positive_rate,mixed_sid_cifake_b__false_positive_rate,mixed_sid_cifake_b_minus_old_sid_b__false_positive_rate,old_sid_b__false_negative_rate,mixed_sid_cifake_b__false_negative_rate,mixed_sid_cifake_b_minus_old_sid_b__false_negative_rate,old_sid_b__brier_score,mixed_sid_cifake_b__brier_score,mixed_sid_cifake_b_minus_old_sid_b__brier_score,higher_accuracy_model,higher_auroc_model,higher_auprc_model,lower_false_positive_rate_model,lower_false_negative_rate_model,lower_brier_score_model
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,SID_Set,random_standard_3,pooled_random_trials,,,old_sid_b,Old SID B - SID-only robustness training,mixed_sid_cifake_b,New Mixed B - SID and CIFAKE robustness training,mixed_sid_cifake_b minus old_sid_b,25495,25495,0.5,0.5,12954,12859,-95.0,26,121,95.0,221,229,8.0,12294,12286,-8.0,0.9903118258482055,0.9862718180035301,-0.004040007844675397,0.9901690544536079,0.986189961876257,-0.003979092577350962,0.9978896103896104,0.990247440960748,-0.007642169428862422,0.9823411905713144,0.981701957650819,-0.0006392329204953917,0.990054358767868,0.9859561832918706,-0.004098175475997334,0.9997009690066835,0.9984964390958891,-0.0012045299107943386,0.999712444766309,0.9979007774427553,-0.0018116673235537561,0.002003081664098613,0.009322033898305085,0.007318952234206472,0.017658809428685578,0.018298042349180983,0.0006392329204954056,0.007404613982484192,0.01037141249286843,0.002966798510384238,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,SID_Set,random_standard_3,random_trial,1.0,42.0,old_sid_b,Old SID B - SID-only robustness training,mixed_sid_cifake_b,New Mixed B - SID and CIFAKE robustness training,mixed_sid_cifake_b minus old_sid_b,5099,5099,0.5,0.5,2590,2572,-18.0,6,24,18.0,50,41,-9.0,2453,2462,9.0,0.9890174544028241,0.9872524024318494,-0.0017650519709746515,0.9888563615802792,0.9871873320582327,-0.0016690295220465057,0.9975599837332249,0.9903459372485921,-0.007214046484632752,0.9800239712345186,0.9836196564123052,0.003595685177786634,0.988714228133817,0.9869713369412708,-0.0017428911925462254,0.9995963241644694,0.9982684876761136,-0.0013278364883557714,0.9996363490917908,0.9973783578048431,-0.0022579912869477026,0.0023112480739599386,0.009244992295839754,0.006933744221879815,0.01997602876548142,0.016380343587694766,-0.0035956851777866547,0.007906387649677583,0.009696631107785457,0.0017902434581078732,old_sid_b,old_sid_b,old_sid_b,old_sid_b,mixed_sid_cifake_b,old_sid_b
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,SID_Set,random_standard_3,random_trial,2.0,43.0,old_sid_b,Old SID B - SID-only robustness training,mixed_sid_cifake_b,New Mixed B - SID and CIFAKE robustness training,mixed_sid_cifake_b minus old_sid_b,5099,5099,0.5,0.5,2589,2571,-18.0,7,25,18.0,43,48,5.0,2460,2455,-5.0,0.9901941557168072,0.9856834673465386,-0.0045106883702686895,0.9900620795876998,0.9855964060384856,-0.004465673549214122,0.9971625456019457,0.9899193548387096,-0.007243190763236096,0.982820615261686,0.9808230123851378,-0.0019976028765481546,0.9899396378269618,0.9853501906482038,-0.004589447178757977,0.9996635778206368,0.9984991046183718,-0.0011644732022649817,0.999658239662878,0.9976099243867789,-0.0020483152760991663,0.002696456086286595,0.00963020030816641,0.006933744221879814,0.017179384738314023,0.019176987614862164,0.0019976028765481407,0.007897253354172103,0.01068261116171225,0.0027853578075401463,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,SID_Set,random_standard_3,random_trial,3.0,44.0,old_sid_b,Old SID B - SID-only robustness training,mixed_sid_cifake_b,New Mixed B - SID and CIFAKE robustness training,mixed_sid_cifake_b minus old_sid_b,5099,5099,0.5,0.5,2592,2569,-23.0,4,27,23.0,46,48,2.0,2457,2455,-2.0,0.9901941557168072,0.9852912335752109,-0.0049029221415963775,0.9900406107432251,0.9852111980261591,-0.004829412717066051,0.9983746444534742,0.9891216760676873,-0.00925296838578693,0.981622053535757,0.9808230123851378,-0.0007990411506192396,0.9899274778404512,0.9849548645937813,-0.004972613246669866,0.9997919291919034,0.9985703596362332,-0.00122156955567021,0.9997909566013122,0.9984149104452305,-0.0013760461560817783,0.0015408320493066256,0.010400616332819723,0.008859784283513097,0.018377946464242907,0.019176987614862164,0.000799041150619257,0.007034453184555374,0.011145249016009988,0.004110795831454614,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,SID_Set,random_standard_3,random_trial,4.0,45.0,old_sid_b,Old SID B - SID-only robustness training,mixed_sid_cifake_b,New Mixed B - SID and CIFAKE robustness training,mixed_sid_cifake_b minus old_sid_b,5099,5099,0.5,0.5,2592,2570,-22.0,4,26,22.0,42,48,6.0,2461,2455,-6.0,0.9909786232594626,0.9854873504608747,-0.005491272798587965,0.9908396518938445,0.9854038020323224,-0.005435849861522124,0.9983772819472616,0.9895203546956872,-0.008856927251574387,0.9832201358369956,0.9808230123851378,-0.00239712345185783,0.9907407407407407,0.9851524879614767,-0.0055882527792640024,0.9996546517060882,0.9983733695220589,-0.001281282184029342,0.9996854488462611,0.9981162948316461,-0.001569154014614993,0.0015408320493066256,0.010015408320493066,0.00847457627118644,0.016779864163004393,0.019176987614862164,0.002397123451857771,0.007608611746320387,0.011148114506524627,0.0035395027602042398,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,SID_Set,random_standard_3,random_trial,5.0,46.0,old_sid_b,Old SID B - SID-only robustness training,mixed_sid_cifake_b,New Mixed B - SID and CIFAKE robustness training,mixed_sid_cifake_b minus old_sid_b,5099,5099,0.5,0.5,2591,2577,-14.0,5,19,14.0,40,44,4.0,2463,2459,-4.0,0.9911747401451265,0.9876446362031771,-0.003530103941949414,0.9910465684629908,0.987551071226085,-0.003495497236905787,0.9979740680713128,0.9923325262308313,-0.00564154184048149,0.9840191769876149,0.9824210946863764,-0.0015980823012384793,0.9909474954737477,0.9873519373619755,-0.003595558111772257,0.9998005475093986,0.9987752755245324,-0.0010252719848662384,0.9997934435512338,0.997991560461148,-0.0018018830900857763,0.001926040061633282,0.007318952234206471,0.005392912172573189,0.015980823012385136,0.01757890531362365,0.001598082301238514,0.006576363977695522,0.009184456672309825,0.002608092694614303,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b,old_sid_b
