evaluation_title,dataset_id,random_policy,num_trials,num_unique_images,old_sid_b__clean__accuracy,old_sid_b__pooled_random__accuracy,old_sid_b__trial_mean__accuracy,old_sid_b__trial_std__accuracy,old_sid_b__accuracy_drop_from_clean,old_sid_b__pooled_random__auroc,old_sid_b__pooled_random__auprc,old_sid_b__pooled_random__false_positive_rate,old_sid_b__pooled_random__false_negative_rate,old_sid_b__clean_correct_retention_rate,mixed_sid_cifake_b__clean__accuracy,mixed_sid_cifake_b__pooled_random__accuracy,mixed_sid_cifake_b__trial_mean__accuracy,mixed_sid_cifake_b__trial_std__accuracy,mixed_sid_cifake_b__accuracy_drop_from_clean,mixed_sid_cifake_b__pooled_random__auroc,mixed_sid_cifake_b__pooled_random__auprc,mixed_sid_cifake_b__pooled_random__false_positive_rate,mixed_sid_cifake_b__pooled_random__false_negative_rate,mixed_sid_cifake_b__clean_correct_retention_rate,highest_pooled_random_accuracy_model
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,SID_Set,random_standard_3,5,5099,0.9978427142576975,0.9903118258482055,0.9903118258482057,0.0007605695010655206,0.007530888409492009,0.9997009690066835,0.999712444766309,0.002003081664098613,0.017658809428685578,0.9911163522012578,0.9931359090017651,0.9862718180035301,0.9862718180035301,0.0009766542143940999,0.0068640909982349285,0.9984964390958891,0.9979007774427553,0.009322033898305085,0.018298042349180983,0.9901263823064771,old_sid_b
