evaluation_title,dataset_id,random_policy,model_id,model_title,architecture_override,checkpoint_hash,num_trials,num_unique_images,num_random_predictions,clean_correct_retention_rate,clean_correct_to_wrong_rate,clean__num_samples,pooled_random__num_samples,clean__threshold,pooled_random__threshold,clean__true_negatives,pooled_random__true_negatives,trial_mean__true_negatives,trial_std__true_negatives,clean__false_positives,pooled_random__false_positives,trial_mean__false_positives,trial_std__false_positives,clean__false_negatives,pooled_random__false_negatives,trial_mean__false_negatives,trial_std__false_negatives,clean__true_positives,pooled_random__true_positives,trial_mean__true_positives,trial_std__true_positives,clean__accuracy,pooled_random__accuracy,trial_mean__accuracy,trial_std__accuracy,clean__balanced_accuracy,pooled_random__balanced_accuracy,trial_mean__balanced_accuracy,trial_std__balanced_accuracy,clean__precision,pooled_random__precision,trial_mean__precision,trial_std__precision,clean__recall,pooled_random__recall,trial_mean__recall,trial_std__recall,clean__f1,pooled_random__f1,trial_mean__f1,trial_std__f1,clean__auroc,pooled_random__auroc,trial_mean__auroc,trial_std__auroc,clean__auprc,pooled_random__auprc,trial_mean__auprc,trial_std__auprc,clean__false_positive_rate,pooled_random__false_positive_rate,trial_mean__false_positive_rate,trial_std__false_positive_rate,clean__false_negative_rate,pooled_random__false_negative_rate,trial_mean__false_negative_rate,trial_std__false_negative_rate,clean__brier_score,pooled_random__brier_score,trial_mean__brier_score,trial_std__brier_score,accuracy_drop_from_clean,auroc_drop_from_clean,auprc_drop_from_clean
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,CIFAKE,random_standard_3,old_sid_b,Old SID B - SID-only robustness training,efficientnet_b0,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,5,14724,73620,0.9822405498281787,0.017759450171821307,14724,73620,0.5,0.5,7259,35720,7144.0,8.318653737234168,2,585,117.0,8.318653737234168,7447,36472,7294.4,14.65059725744995,16,843,168.6,14.65059725744995,0.49409127954360227,0.49664493344199945,0.49664493344199945,0.0012409188367895972,0.500934232901042,0.5032389840838639,0.503238984083864,0.0012337942813529096,0.8888888888888888,0.5903361344537815,0.5896848490204869,0.030639993463318495,0.002143909955781857,0.02259145115905132,0.02259145115905132,0.0019630975823998324,0.004277503007619302,0.04351753865214361,0.043511398310843635,0.003708719801914931,0.639219682177012,0.5154885351584273,0.5154885259314357,0.0025849600168484465,0.6447090765280741,0.5213489552994178,0.5215614197740924,0.0019094430570296313,0.0002754441536978378,0.016113482991323508,0.01611348299132351,0.001145662269278911,0.9978560900442182,0.9774085488409486,0.9774085488409486,0.0019630975823998168,0.49499249330487394,0.4373873900271574,0.4373873900271573,0.0007693901894934669,-0.002553653898397179,0.12373114701858468,0.12336012122865625
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,CIFAKE,random_standard_3,mixed_sid_cifake_b,New Mixed B - SID and CIFAKE robustness training,efficientnet_b0,9159a9d4ceb7fccd3eee24c3ddf9600c79c8abf1444cb0646b93ac66fd3b5c44,5,14724,73620,0.8540880503144654,0.1459119496855346,14724,73620,0.5,0.5,6990,34391,6878.2,13.059862173851606,271,1914,382.8,13.059862173851606,143,9623,1924.6,35.31345352694918,7320,27692,5538.4,35.31345352694919,0.9718826405867971,0.8432898668839989,0.843289866883999,0.0028972821750382787,0.9717580609720713,0.8446972100880619,0.8446972100880619,0.0028743683811366647,0.9642998287445659,0.9353509423765453,0.9353482056339366,0.002263914983504356,0.9808388047701997,0.7421144311938899,0.7421144311938899,0.004731804036841663,0.9724990035870865,0.8276026957158441,0.8275957139926124,0.0035208194821581412,0.9961787429194605,0.9423613381079201,0.9423593192421548,0.0018617432792301667,0.9962411143971903,0.9463500037331022,0.9463498692728308,0.0023661655953342857,0.03732268282605702,0.05272001101776615,0.05272001101776615,0.00179863134194348,0.019161195229800348,0.25788556880611013,0.25788556880611013,0.004731804036841631,0.021962019824705577,0.1125794096120744,0.11257940961207438,0.0019332678008854404,0.1285927737027982,0.053817404811540404,0.049891110664088134
