evaluation_title,dataset_id,random_policy,num_trials,num_unique_images,old_sid_b__clean__accuracy,old_sid_b__pooled_random__accuracy,old_sid_b__trial_mean__accuracy,old_sid_b__trial_std__accuracy,old_sid_b__accuracy_drop_from_clean,old_sid_b__pooled_random__auroc,old_sid_b__pooled_random__auprc,old_sid_b__pooled_random__false_positive_rate,old_sid_b__pooled_random__false_negative_rate,old_sid_b__clean_correct_retention_rate,mixed_sid_cifake_b__clean__accuracy,mixed_sid_cifake_b__pooled_random__accuracy,mixed_sid_cifake_b__trial_mean__accuracy,mixed_sid_cifake_b__trial_std__accuracy,mixed_sid_cifake_b__accuracy_drop_from_clean,mixed_sid_cifake_b__pooled_random__auroc,mixed_sid_cifake_b__pooled_random__auprc,mixed_sid_cifake_b__pooled_random__false_positive_rate,mixed_sid_cifake_b__pooled_random__false_negative_rate,mixed_sid_cifake_b__clean_correct_retention_rate,highest_pooled_random_accuracy_model
Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,CIFAKE,random_standard_3,5,14724,0.49409127954360227,0.49664493344199945,0.49664493344199945,0.0012409188367895972,-0.002553653898397179,0.5154885351584273,0.5213489552994178,0.016113482991323508,0.9774085488409486,0.9822405498281787,0.9718826405867971,0.8432898668839989,0.843289866883999,0.0028972821750382787,0.1285927737027982,0.9423613381079201,0.9463500037331022,0.05272001101776615,0.25788556880611013,0.8540880503144654,mixed_sid_cifake_b
