evaluation_title,dataset_id,random_policy,num_trials,num_unique_images,sid_a_clean__clean__accuracy,sid_a_clean__pooled_random__accuracy,sid_a_clean__trial_mean__accuracy,sid_a_clean__trial_std__accuracy,sid_a_clean__accuracy_drop_from_clean,sid_a_clean__pooled_random__auroc,sid_a_clean__pooled_random__auprc,sid_a_clean__pooled_random__false_positive_rate,sid_a_clean__pooled_random__false_negative_rate,sid_a_clean__clean_correct_retention_rate,sid_b_robust__clean__accuracy,sid_b_robust__pooled_random__accuracy,sid_b_robust__trial_mean__accuracy,sid_b_robust__trial_std__accuracy,sid_b_robust__accuracy_drop_from_clean,sid_b_robust__pooled_random__auroc,sid_b_robust__pooled_random__auprc,sid_b_robust__pooled_random__false_positive_rate,sid_b_robust__pooled_random__false_negative_rate,sid_b_robust__clean_correct_retention_rate,highest_pooled_random_accuracy_model
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,5,5099,0.998627181800353,0.8299666601294371,0.8299666601294373,0.003100880231583046,0.16866052167091594,0.9873206574298822,0.9884037191024181,0.0003852080123266564,0.34598481821813826,0.8304399057344855,0.9978427142576975,0.9907825063737988,0.9907825063737988,0.0007125280299895859,0.007060207883898717,0.9997871952732222,0.9997892038235341,0.0015408320493066256,0.017179384738314023,0.9914308176100629,sid_b_robust
