evaluation_title,dataset_id,random_policy,scope,trial_index,trial_seed,reference_model_id,reference_model_title,candidate_model_id,candidate_model_title,difference_direction,sid_a_clean__num_samples,sid_b_robust__num_samples,sid_a_clean__threshold,sid_b_robust__threshold,sid_a_clean__true_negatives,sid_b_robust__true_negatives,sid_b_robust_minus_sid_a_clean__true_negatives,sid_a_clean__false_positives,sid_b_robust__false_positives,sid_b_robust_minus_sid_a_clean__false_positives,sid_a_clean__false_negatives,sid_b_robust__false_negatives,sid_b_robust_minus_sid_a_clean__false_negatives,sid_a_clean__true_positives,sid_b_robust__true_positives,sid_b_robust_minus_sid_a_clean__true_positives,sid_a_clean__accuracy,sid_b_robust__accuracy,sid_b_robust_minus_sid_a_clean__accuracy,sid_a_clean__balanced_accuracy,sid_b_robust__balanced_accuracy,sid_b_robust_minus_sid_a_clean__balanced_accuracy,sid_a_clean__precision,sid_b_robust__precision,sid_b_robust_minus_sid_a_clean__precision,sid_a_clean__recall,sid_b_robust__recall,sid_b_robust_minus_sid_a_clean__recall,sid_a_clean__f1,sid_b_robust__f1,sid_b_robust_minus_sid_a_clean__f1,sid_a_clean__auroc,sid_b_robust__auroc,sid_b_robust_minus_sid_a_clean__auroc,sid_a_clean__auprc,sid_b_robust__auprc,sid_b_robust_minus_sid_a_clean__auprc,sid_a_clean__false_positive_rate,sid_b_robust__false_positive_rate,sid_b_robust_minus_sid_a_clean__false_positive_rate,sid_a_clean__false_negative_rate,sid_b_robust__false_negative_rate,sid_b_robust_minus_sid_a_clean__false_negative_rate,sid_a_clean__brier_score,sid_b_robust__brier_score,sid_b_robust_minus_sid_a_clean__brier_score,higher_accuracy_model,higher_auroc_model,higher_auprc_model,lower_false_positive_rate_model,lower_false_negative_rate_model,lower_brier_score_model
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,pooled_random_trials,,,sid_a_clean,SID A — EfficientNet clean training,sid_b_robust,SID B — EfficientNet robustness training,sid_b_robust minus sid_a_clean,25495,25495,0.5,0.5,12975,12960,-15.0,5,20,15.0,4330,215,-4115.0,8185,12300,4115.0,0.8299666601294371,0.9907825063737988,0.16081584624436174,0.8268149868847676,0.9906398916061896,0.16382490472142197,0.9993894993894994,0.9983766233766234,-0.0010128760128760295,0.6540151817818618,0.982820615261686,0.32880543347982416,0.7906302825404492,0.9905375478155829,0.1999072652751337,0.9873206574298822,0.9997871952732222,0.012466537843340064,0.9884037191024181,0.9997892038235341,0.011385484721116002,0.0003852080123266564,0.0015408320493066256,0.0011556240369799693,0.34598481821813826,0.017179384738314023,-0.3288054334798242,0.14487683394020312,0.006876184578004787,-0.13800064936219833,sid_b_robust,sid_b_robust,sid_b_robust,sid_a_clean,sid_b_robust,sid_b_robust
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,random_trial,1.0,42.0,sid_a_clean,SID A — EfficientNet clean training,sid_b_robust,SID B — EfficientNet robustness training,sid_b_robust minus sid_a_clean,5099,5099,0.5,0.5,2596,2590,-6.0,0,6,6.0,840,46,-794.0,1663,2457,794.0,0.8352618160423613,0.9898019219454796,0.15454010590311829,0.8322013583699561,0.9896554027308986,0.15745404436094246,1.0,0.997563946406821,-0.0024360535931789995,0.6644027167399121,0.981622053535757,0.3172193367958449,0.7983677388382141,0.9895287958115183,0.1911610569733042,0.9878667940536071,0.999725752825423,0.011858958771815864,0.9888861873034286,0.9997237288621316,0.010837541558702979,0.0,0.0023112480739599386,0.0023112480739599386,0.3355972832600879,0.018377946464242907,-0.317219336795845,0.1402819006003491,0.007401054288389091,-0.13288084631196,sid_b_robust,sid_b_robust,sid_b_robust,sid_a_clean,sid_b_robust,sid_b_robust
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,random_trial,2.0,43.0,sid_a_clean,SID A — EfficientNet clean training,sid_b_robust,SID B — EfficientNet robustness training,sid_b_robust minus sid_a_clean,5099,5099,0.5,0.5,2596,2592,-4.0,0,4,4.0,883,39,-844.0,1620,2464,844.0,0.8268287899588155,0.9915669739164542,0.16473818395763873,0.823611666000799,0.9914389327568089,0.1678272667560099,1.0,0.9983792544570502,-0.0016207455429497752,0.6472233320015981,0.9844186975629244,0.33719536556132634,0.7858355566335192,0.9913498290082479,0.20551427237472863,0.986380442082752,0.9997683827173186,0.013387940634566609,0.987664052501769,0.9997673876174566,0.012103335115687619,0.0,0.0015408320493066256,0.0015408320493066256,0.3527766679984019,0.01558130243707551,-0.3371953655613264,0.14798754309320042,0.006779449142410594,-0.14120809395078981,sid_b_robust,sid_b_robust,sid_b_robust,sid_a_clean,sid_b_robust,sid_b_robust
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,random_trial,3.0,44.0,sid_a_clean,SID A — EfficientNet clean training,sid_b_robust,SID B — EfficientNet robustness training,sid_b_robust minus sid_a_clean,5099,5099,0.5,0.5,2595,2592,-3.0,1,4,3.0,881,43,-838.0,1622,2460,838.0,0.8270249068444793,0.9907825063737988,0.16375759952931956,0.8238185825699453,0.9906398916061896,0.16682130903624426,0.9993838570548367,0.9983766233766234,-0.0010072336782133151,0.6480223731522173,0.982820615261686,0.3347982421094686,0.7862336403296171,0.9905375478155829,0.20430390748596583,0.9879114246263497,0.9998668777744056,0.011955453148055906,0.9889727552313735,0.9998628503347264,0.010890095103352926,0.0003852080123266564,0.0015408320493066256,0.0011556240369799693,0.35197762684778267,0.017179384738314023,-0.3347982421094686,0.14832245239831904,0.006628610067662184,-0.14169384233065685,sid_b_robust,sid_b_robust,sid_b_robust,sid_a_clean,sid_b_robust,sid_b_robust
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,random_trial,4.0,45.0,sid_a_clean,SID A — EfficientNet clean training,sid_b_robust,SID B — EfficientNet robustness training,sid_b_robust minus sid_a_clean,5099,5099,0.5,0.5,2595,2593,-2.0,1,3,2.0,860,47,-813.0,1643,2456,813.0,0.8311433614434203,0.9901941557168072,0.15905079427338698,0.8280135486106964,0.9900334544617337,0.16201990585103732,0.9993917274939172,0.9987799918666125,-0.0006117356273047658,0.6564123052337195,0.9812225329604475,0.32481022772672796,0.7923800337593441,0.9899234179766223,0.19754338421727824,0.9869795690471896,0.9998128593915345,0.012833290344344883,0.988066697446087,0.9998104517385467,0.011743754292459663,0.0003852080123266564,0.0011556240369799693,0.0007704160246533129,0.3435876947662805,0.018777467039552537,-0.32481022772672796,0.14364567422923025,0.006797014871359909,-0.13684865935787033,sid_b_robust,sid_b_robust,sid_b_robust,sid_a_clean,sid_b_robust,sid_b_robust
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,random_trial,5.0,46.0,sid_a_clean,SID A — EfficientNet clean training,sid_b_robust,SID B — EfficientNet robustness training,sid_b_robust minus sid_a_clean,5099,5099,0.5,0.5,2593,2593,0.0,3,3,0.0,866,40,-826.0,1637,2463,826.0,0.8295744263581094,0.9915669739164542,0.1619925475583448,0.8264297788724408,0.9914317764753174,0.1650019976028766,0.9981707317073171,0.9987834549878345,0.0006127232805174243,0.6540151817818618,0.9840191769876149,0.3300039952057531,0.7902486121168235,0.9913463473535923,0.20109773523676877,0.9875836207644816,0.999754839646969,0.0121712188824874,0.9885494634445069,0.999774416205863,0.011224952761356155,0.0011556240369799693,0.0011556240369799693,0.0,0.34598481821813826,0.015980823012385136,-0.33000399520575313,0.14414659937991672,0.006774794520202161,-0.13737180485971456,sid_b_robust,sid_b_robust,sid_b_robust,tie,sid_b_robust,sid_b_robust
