evaluation_title,dataset_id,random_policy,breakdown_type,breakdown_value,model_id,model_title,num_trials_represented,num_samples,threshold,true_negatives,false_positives,false_negatives,true_positives,accuracy,balanced_accuracy,precision,recall,f1,auroc,auprc,false_positive_rate,false_negative_rate,brier_score
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,jpeg -> noise -> colour,sid_a_clean,SID A — EfficientNet clean training,5,195,0.5,106,0,52,37,0.7333333333333333,0.7078651685393258,1.0,0.4157303370786517,0.5873015873015873,0.9983040067839729,0.9980827398709785,0.0,0.5842696629213483,0.2233123964153611
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,jpeg -> noise -> crop,sid_a_clean,SID A — EfficientNet clean training,5,224,0.5,111,0,87,26,0.6116071428571429,0.6150442477876106,1.0,0.23008849557522124,0.37410071942446044,0.9934624890377104,0.9944678356853751,0.0,0.7699115044247787,0.33890495634372203
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,jpeg -> noise -> resize,sid_a_clean,SID A — EfficientNet clean training,5,192,0.5,90,0,60,42,0.6875,0.7058823529411764,1.0,0.4117647058823529,0.5833333333333334,0.9943355119825708,0.9956937091189643,0.0,0.5882352941176471,0.2484253983331289
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,jpeg -> resize -> blur,sid_a_clean,SID A — EfficientNet clean training,5,204,0.5,98,1,5,100,0.9705882352941176,0.9711399711399711,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9994227994227994,0.9994477447053802,0.010101010101010102,0.047619047619047616,0.019839476825535263
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,jpeg -> resize -> colour,sid_a_clean,SID A — EfficientNet clean training,5,207,0.5,108,0,9,90,0.9565217391304348,0.9545454545454546,1.0,0.9090909090909091,0.9523809523809523,0.9945753834642723,0.9949673328635633,0.0,0.09090909090909091,0.03650351315664176
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,jpeg -> resize -> crop,sid_a_clean,SID A — EfficientNet clean training,5,199,0.5,97,0,16,86,0.9195979899497487,0.9215686274509804,1.0,0.8431372549019608,0.9148936170212766,0.9997978572872448,0.9998114630467569,0.0,0.1568627450980392,0.05738156855692682
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,jpeg -> resize -> noise,sid_a_clean,SID A — EfficientNet clean training,5,204,0.5,105,0,61,38,0.7009803921568627,0.6919191919191919,1.0,0.3838383838383838,0.5547445255474452,0.9999037999038,0.9998989898989897,0.0,0.6161616161616161,0.25066974024900346
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> blur -> colour,sid_a_clean,SID A — EfficientNet clean training,5,207,0.5,111,0,43,53,0.7922705314009661,0.7760416666666667,1.0,0.5520833333333334,0.7114093959731543,0.9968093093093092,0.9966544030157491,0.0,0.4479166666666667,0.1848298935479549
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> blur -> crop,sid_a_clean,SID A — EfficientNet clean training,5,217,0.5,107,0,73,37,0.663594470046083,0.6681818181818182,1.0,0.33636363636363636,0.5034013605442177,0.9768054375531012,0.9808314797975768,0.0,0.6636363636363637,0.3100676732646844
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> blur -> jpeg,sid_a_clean,SID A — EfficientNet clean training,5,189,0.5,95,0,49,45,0.7407407407407407,0.7393617021276596,1.0,0.4787234042553192,0.6474820143884892,0.9950727883538634,0.9953398412307802,0.0,0.5212765957446809,0.2218810810562274
